collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,extent-1:extent_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,relatedItem_Project,projectURL,note-7:note_value,note-7:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,_project.string_key
,,,,,,,,,,,,,,,,,,,,,omeka_2531,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.18,filename,rbml_realia_m24.18.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmc_000,dramaticmuseum_mmc,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.17,Box: 142,,,,,,,,reformatted digital,"8"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmd,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2530,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.17,filename,rbml_realia_m24.17.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmd_000,dramaticmuseum_mmd,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P04.02,Box: 2,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"19""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,wood,original_format,England,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews in London, 1925",ownership,Marionettes,fast,http://id.worldcat.org/fast/1010062,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Male Marionette In Exotic Yellow Costume,dramaticmuseum_mme,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1413,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,,,,,,,,rbml_realia_p04.02,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male Marionette In Exotic Yellow Costume,dramaticmuseum_mme_000,dramaticmuseum_mme,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.15,Box: 140,,,,,,,,reformatted digital,"7""x6""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmf,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2528,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.15,filename,rbml_realia_m24.15.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmf_000,dramaticmuseum_mmf,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.14,Box: 139,,,,,,,,reformatted digital,"8"" x 5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmg,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2527,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.14,filename,rbml_realia_m24.14.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmg_000,dramaticmuseum_mmg,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.13,Box: 137,,,,,,,,reformatted digital,"7.5"" x 5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmh,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2526,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.13,filename,rbml_realia_m24.13.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmh_000,dramaticmuseum_mmh,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.12,Box: 138,,,,,,,,reformatted digital,"9"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmi,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2525,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.12,filename,rbml_realia_m24.12.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmi_000,dramaticmuseum_mmi,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.11,Box: 136,,,,,,,,reformatted digital,"9.5"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmj,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2524,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.11,filename,rbml_realia_m24.11.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmj_000,dramaticmuseum_mmj,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.10,Box: 135,,,,,,,,reformatted digital,"10"" x 8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmk,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2523,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.10,filename,rbml_realia_m24.10.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmk_000,dramaticmuseum_mmk,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.09,Box: 134,,,,,,,,reformatted digital,"9.5"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mml,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2522,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.09,filename,rbml_realia_m24.09.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mml_000,dramaticmuseum_mml,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.08,Box: 133,,,,,,,,reformatted digital,"9"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmm,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2521,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.08,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmm_000,dramaticmuseum_mmm,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.07,Box: 132,,,,,,,,reformatted digital,"9"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmn,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2520,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,,,,,,,,rbml_realia_m24.07,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmn_000,dramaticmuseum_mmn,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.06,Box: 131,,,,,,,,reformatted digital,"9"" x 7.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmo,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2519,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,,,,,,,,rbml_realia_m24.06,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmo_000,dramaticmuseum_mmo,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Pantins; Name from printed label on back.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P32.04,Box: 24,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,paper,original_format,England,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Puppets,fast,http://id.worldcat.org/fast/1084235,,,,Maid Marian (Legendary character),fast,http://id.worldcat.org/fast/1006040,,,,,,,,,,,,,,,,,,,Maid Marian Pantin,dramaticmuseum_mmp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1417,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,,,,,,,,rbml_realia_p32.04,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maid Marian Pantin,dramaticmuseum_mmp_000,dramaticmuseum_mmp,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.04,Box: 129,,,,,,,,reformatted digital,"8.5"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmq,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2517,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,,,,,,,,rbml_realia_m24.04,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmq_000,dramaticmuseum_mmq,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.03,Box: 128,,,,,,,,reformatted digital,"7""x6""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmr,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2516,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,,,,,,,,rbml_realia_m24.03,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmr_000,dramaticmuseum_mmr,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.02,Box: 127,,,,,,,,reformatted digital,"8"" x 6""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mms,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2515,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,,,,,,,,rbml_realia_m24.02,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mms_000,dramaticmuseum_mms,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask. Carlebach dates in 19th century but a later date is more appropriate,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M24.01,Box: 126,,,,,,,,reformatted digital,"9"" x 7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,clay,original_format,Mexico,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift, George P. Edgar through Carlebach, 1960",ownership,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,Carnival,fast,http://id.worldcat.org/fast/847651,,,,,,,,,,,,,,,,,,,Carnival Mask Mold,dramaticmuseum_mmt,,item,dramatic_museum
