omeka_identifier-1:omeka_identifier_value,_identifiers-1,_digital_object_type.string_key,title-1:title_sort_portion,abstract-1:abstract_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_type,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,digital_origin-1:digital_origin_value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-2:location_shelf_location-2:location_shelf_location_free_text,location-3:location_shelf_location-3:location_shelf_location_free_text,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.uri,extent-1:extent_value,note-2:note_value,note-:note_type,use_and_reproduction-1:use_and_reproduction_value
omeka_5674,1968ColumbiaCrisis_aav,item,"1968 counter commencement with woman in yellow dress
","Color snapshot showing counter commencement crowds on Low Library plaza on Commencement day, June 4, 1968 
",,,,1968-06-04,,4 June 1968,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,,,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,,"Steven Epstein, '68L",ownership,"These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.
"
omeka_5674,1968ColumbiaCrisis_aav_000,asset,"1968 counter commencement with woman in yellow dress
","color snapshot showing counter commencement crowds on Low Library plaza on Commencement day, June 4, 1968 
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,1968_countercommencement_2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5643,1968ColumbiaCrisis_acr,item,Police and crowds,View of police and crowds around Low Memorial Library,,,,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Epstein, Alan R.",naf,http://id.loc.gov/authorities/names/n80163168,,Columbia College Today,ownership,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5643,1968ColumbiaCrisis_acr_000,asset,Police and crowds,View of police and crowds around Low Memorial Library,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_1,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5618,1968ColumbiaCrisis_aek,item,"""Senate Overwhelmingly Approved""","The Columbia Daily Spectator. 8 April 1969, page 3",,,,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,,,,
omeka_5618,1968ColumbiaCrisis_aek_000,asset,Page 3,"The Columbia Daily Spectator. 8 April 1969, page 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044103,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_9566,1968ColumbiaCrisis_ahh,item,"Transcript of 214th Columbia University Commencement Address, June 4th 1968","Transcript of 4 June 1968 Commencement speech given by Professor Richard Hofstadter at a ceremony held in The Cathedral of St. John The Divine.
",,,,1968-06-04,,"June 4, 1968",,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,transcripts,aat,http://vocab.getty.edu/aat/300027388,,,,,,,Baccalaureate addresses,fast,http://id.worldcat.org/fast/825018,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Hofstadter, Richard, 1916-1970",naf,http://id.loc.gov/authorities/names/n79006384,,,,
omeka_9566,1968ColumbiaCrisis_ahh_000,asset,"Transcript of 214th Columbia University Commencement Address, June 4th 1968","Transcript of 4 June 1968 Commencement speech given by Professor Richard Hofstadter at a ceremony held in The Cathedral of St. John The Divine.
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/commencement1,214th Columbia University Commencement Address.pdf,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5538,1968ColumbiaCrisis_ahu,item,At Issue,"May 13, 1968 edition of At Issue",,,,1968-05-13,,13-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 10, Folder 1",Box 10,Folder 1,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 11.25""x16""",,,
omeka_5538,1968ColumbiaCrisis_ahu_001,asset,Page 1,"May 13, 1968 edition of At Issue",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/women,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044023,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5538,1968ColumbiaCrisis_ahu_002,asset,Page 2,"May 13, 1968 edition of At Issue",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/women,At Issue2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5538,1968ColumbiaCrisis_ahu_003,asset,Page 3,"May 13, 1968 edition of At Issue",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/women,At Issue3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5538,1968ColumbiaCrisis_ahu_004,asset,Page 4,"May 13, 1968 edition of At Issue",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/women,At Issue 4.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5676,1968ColumbiaCrisis_anu,item,"Police at 1968 commencement
","Color snapshot showing police presence around campus on Commencement Day, June 4, 1968
",,,,1968-06-04,,4 June 1968,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,,,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,,"Steven Epstein, '68L",ownership,"These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.
"
omeka_5676,1968ColumbiaCrisis_anu_000,asset,"Police at 1968 commencement
","color snapshot showing police presence around campus on Commencement Day, June 4, 1968
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/commencement1,commencement_1968.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5554,1968ColumbiaCrisis_asi,item,Letter from Andrew Cordier to President Grayson Kirk,"Letter in support of Kirk's actions from the man who would eventually
replace him as president of Columbia University, page 2",,,,1968-04-29,,29-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 42, Folder 2",Box 42,Folder 2,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5554,1968ColumbiaCrisis_asi_000,asset,Page 2,"Letter in support of Kirk's actions from the man who would eventually
replace him as president of Columbia University, page 2",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044039,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5640,1968ColumbiaCrisis_atz,item,Aftermath of bust,"Interior of one of the occupied buildings, perhaps Mathematics, after the police bust
",,,,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 26 or 27",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#0109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5640,1968ColumbiaCrisis_atz_000,asset,Aftermath of bust,"Interior of one of the occupied buildings, perhaps Mathematics, after the police bust
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/bust2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_764,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5521,1968ColumbiaCrisis_aui,item,Reply to Uncle Grayson,"Newspaper, Up Against the Wall, Vol. III, no. 1. ""Reply to Uncle Grayson""",,,,1968-04-22,,22-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 14, Folder 6",Box 14,Folder 6,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,,,,,,,Columbia-Barnard SDS,naf,http://id.loc.gov/authorities/names/no2008058186,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 11.25""x16.5""",,,
omeka_5521,1968ColumbiaCrisis_aui_001,asset,Page 1,"Newspaper, Up Against the Wall, Vol. III, no. 1. ""Reply to Uncle Grayson""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/sds,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044006,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5521,1968ColumbiaCrisis_aui_002,asset,Page 2,"Newspaper, Up Against the Wall, Vol. III, no. 1. ""Reply to Uncle Grayson""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/sds,UncleGrayson2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5642,1968ColumbiaCrisis_awy,item,Wall in Mathematics,Wall of clippings created by students occupying Mathematics.,,,,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 29",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5642,1968ColumbiaCrisis_awy_000,asset,Wall in Mathematics,Wall of clippings created by students occupying Mathematics.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/strike,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_836,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5650,1968ColumbiaCrisis_ayb,item,Crowds outside Low Library,"Color image of crowds outside of occupied Low Library originally printed on the back cover of ""Six Weeks That Shook Morningside"" published by Columbia College Today (Volume 15, Number 3,1968 Spring)",,,,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Box 17, Folder 24",Box 17,Folder 24,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,Columbia College Today,ownership,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5650,1968ColumbiaCrisis_ayb_000,asset,Crowds outside Low Library,"Color image of crowds outside of occupied Low Library originally printed on the back cover of ""Six Weeks That Shook Morningside"" published by Columbia College Today (Volume 15, Number 3,1968 Spring)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_backcover,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5590,1968ColumbiaCrisis_azq,item,Columbia Daily Spectator 9/25/67,"The Columbia Daily Spectator. 25 September 1967, page 2.",,,,1967-09-25,,25-Sep-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,"Physical Dimensions: 16""x 11.25""",,,
omeka_5590,1968ColumbiaCrisis_azq_000,asset,Page 2,"The Columbia Daily Spectator. 25 September 1967, page 2.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044075,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5577,1968ColumbiaCrisis_azt,item,Letter to President Kirk from Jane Cullen Chrzanowski,"Type written letter to Kirk from Jane Cullen Chrzanowski, anti-bust. ",,,,1968-05-01,,1-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 44, Folder 6",Box 44,Folder 6,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5"" x 11""",,,
omeka_5577,1968ColumbiaCrisis_azt_000,asset,Page 3,"Type written letter to Kirk from Jane Cullen Chrzanowski, anti-bust. ",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044062,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5586,1968ColumbiaCrisis_bon,item,"Letter from STRIKE! Committee, dated May, 2 1968",Letter from STRIKE! Committee calling for structural change at Columbia as well as a list of four other demands.,,,,1968-05-02,,2-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 11, Folder 40",Box 11,Folder 40,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5"" x 11""",,,
omeka_5586,1968ColumbiaCrisis_bon_000,asset,"Letter from STRIKE! Committee, dated May, 2 1968",Letter from STRIKE! Committee calling for structural change at Columbia as well as a list of four other demands.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044071,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5595,1968ColumbiaCrisis_byh,item,"""Walkout Disrupts Memorial to King""","The Columbia Daily Spectator. 10 April 1968, front page article, including photo of Mark Rudd, and continuation of article on page three.",,,,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,
omeka_5595,1968ColumbiaCrisis_byh_001,asset,Page 1,"The Columbia Daily Spectator. 10 April 1968, front page article, including photo of Mark Rudd, and continuation of article on page three.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/mlk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044080,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5595,1968ColumbiaCrisis_byh_003,asset,Page 3,"The Columbia Daily Spectator. 10 April 1968, front page article, including photo of Mark Rudd, and continuation of article on page three.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/mlk,Walk Out2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5543,1968ColumbiaCrisis_bzv,item,Letter from Aaron Frishberg to Ed Boorstein,"Second page of letter written to Aaron Frishberg from occuped office of President Kirk. Handwritten in red pen, front page.",,,,1968-04-27,,27-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 11, Folder 21",Box 11,Folder 21,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5543,1968ColumbiaCrisis_bzv_000,asset,Letter from Aaron Frishberg to Ed Boorstein,"Second page of letter written to Aaron Frishberg from occuped office of President Kirk. Handwritten in red pen, front page.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044028,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5579,1968ColumbiaCrisis_cgp,item,Letter to President Kirk from Mrs. Carrie Neftzger,"Hand written letter to Kirk from Mrs. Carrie Neftzger, pro-bust. Also includes the clipping she included with her letter and referred to in the text.",,,,1968-05-14,,14-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 42, Folder 7",Box 42,Folder 7,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 8.5"" x 11""",,,
omeka_5579,1968ColumbiaCrisis_cgp_000,asset,Page 1,"Hand written letter to Kirk from Mrs. Carrie Neftzger, pro-bust. Also includes the clipping she included with her letter and referred to in the text.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044064,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5551,1968ColumbiaCrisis_cnz,item,Press release from the President's Office of liberated Columbia University 4/25/68,Type written press release created by occupying students with a list of four demands,,,,1968-04-25,,25-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 11, Folder 21",Box 11,Folder 21,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x10.5""",,,
omeka_5551,1968ColumbiaCrisis_cnz_000,asset,Press release from the President's Office of liberated Columbia University 4/25/68,Type written press release created by occupying students with a list of four demands,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/office,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044036,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5597,1968ColumbiaCrisis_csn,item,"Columbia Daily Spectator, 4/10/68","The Columbia Daily Spectator. 10 April 1968, front page and page 3.",,,,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5597,1968ColumbiaCrisis_csn_001,asset,Page 1,"The Columbia Daily Spectator. 10 April 1968, front page and page 3.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044082,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5597,1968ColumbiaCrisis_csn_003,asset,Page 3,"The Columbia Daily Spectator. 10 April 1968, front page and page 3.",,Spec Apr10 1968 Page 3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5569,1968ColumbiaCrisis_cwq,item,Letter to Kirk from John S. Casler (Law '70),"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,,,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 44, Folder 2",Box 44,Folder 2,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 6"" x 9""",,,
omeka_5569,1968ColumbiaCrisis_cwq_001,asset,Page 1,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044054,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5569,1968ColumbiaCrisis_cwq_002,asset,Page 2,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5569,1968ColumbiaCrisis_cwq_003,asset,Page 3,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5569,1968ColumbiaCrisis_cwq_004,asset,Page 4,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler4.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5569,1968ColumbiaCrisis_cwq_005,asset,Page 5,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler5.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5569,1968ColumbiaCrisis_cwq_006,asset,Page 6,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler6.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5567,1968ColumbiaCrisis_cyv,item,President Grayson Kirk statement of resignation,"Press release re: President's Kirk resignation, written by Chairman of the Trustees, William E. Petersen",,,,1968-08-23,,23-Aug-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 1, Folder 4",Box 1,Folder 4,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,College presidents,fast,http://id.worldcat.org/fast/867876,,,,,,,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5567,1968ColumbiaCrisis_cyv_000,asset,Page 2,"Press release re: President's Kirk resignation, written by Chairman of the Trustees, William E. Petersen",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044052,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5617,1968ColumbiaCrisis_ehx,item,"Columbia Daily Spectator, 4/8/69","The Columbia Daily Spectator. 8 April 1969, page 1 and 3",,,,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5617,1968ColumbiaCrisis_ehx_001,asset,Page 1,"The Columbia Daily Spectator. 8 April 1969, page 1 and 3",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/senate,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044102,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5617,1968ColumbiaCrisis_ehx_003,asset,Page 3,"The Columbia Daily Spectator. 8 April 1969, page 1 and 3",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/senate,Spec Apr 8 1969 p3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
